"Product ID";"Active (0/1)";Name;Categories;"Price tax included";"Tax rules ID";"Wholesale price";"On sale (0/1)";"Discount amount";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Reference #";"Supplier reference #";Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;"Minimal quantity";Visibility;"Additional shipping cost";"Unit for the unit price";"Unit price";"Short description";Description;Tags;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Text when in stock";"Text when backorder allowed";"Available for order (0 = No, 1 = Yes)";"Product available date";"Product creation date";"Show price (0 = No, 1 = Yes)";"Image URLs";"Delete existing images (0 = No, 1 = Yes)";"Feature (Name:Value:Position:Customized)";"Available online only (0 = No, 1 = Yes)";Condition;"Customizable (0 = No, 1 = Yes)";"Uploadable files (0 = No, 1 = Yes)";"Text fields (0 = No, 1 = Yes)";"Action when out of stock";"ID / Name of shop";"Advanced Stock Management";"Depends on stock";Warehouse
1457;1;;"На Головну";0;1;0.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1458;1;;"На Головну";0;1;0.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1459;1;;"На Головну";0;1;0.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1460;1;;"На Головну";0;1;133.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1461;1;;"На Головну";0;1;134.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1462;1;;"На Головну";0;1;135.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1463;1;;"На Головну";0;1;136.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1464;1;;"На Головну";0;1;137.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1465;1;;"На Головну";0;1;138.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1466;1;;"На Головну";0;1;139.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1467;1;;"На Головну";0;1;140.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1468;1;;"На Головну";0;1;141.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1469;1;;"На Головну";0;1;142.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1470;1;;"На Головну";0;1;143.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1471;1;;"На Головну";0;1;144.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1472;1;;"На Головну";0;1;145.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1473;1;;"На Головну";0;1;146.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1474;1;;"На Головну";0;1;147.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1475;1;;"На Головну";0;1;148.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1476;1;;"На Головну";0;1;149.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1477;1;;"На Головну";0;1;150.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1478;1;;"На Головну";0;1;151.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1479;1;;"На Головну";0;1;152.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1480;1;;"На Головну";0;1;153.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1481;1;;"На Головну";0;1;154.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1482;1;;"На Головну";0;1;155.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1483;1;;"На Головну";0;1;156.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1484;1;;"На Головну";0;1;157.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1485;1;;"На Головну";0;1;158.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1486;1;;"На Головну";0;1;159.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1487;1;;"На Головну";0;1;160.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1488;1;;"На Головну";0;1;161.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1489;1;;"На Головну";0;1;162.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1490;1;;"На Головну";0;1;163.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1491;1;;"На Головну";0;1;164.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1492;1;;"На Головну";0;1;165.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1493;1;;"На Головну";0;1;166.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1494;1;;"На Головну";0;1;167.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1495;1;;"На Головну";0;1;168.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1496;1;;"На Головну";0;1;169.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1497;1;;"На Головну";0;1;170.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1498;1;;"На Головну";0;1;171.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1499;1;;"На Головну";0;1;172.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1500;1;;"На Головну";0;1;173.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1501;1;;"На Головну";0;1;174.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1502;1;;"На Головну";0;1;175.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1503;1;;"На Головну";0;1;176.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1504;1;;"На Головну";0;1;177.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1505;1;;"На Головну";0;1;178.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1506;1;;"На Головну";0;1;179.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1507;1;;"На Головну";0;1;180.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1508;1;;"На Головну";0;1;181.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1509;1;;"На Головну";0;1;182.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1510;1;;"На Головну";0;1;183.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1511;1;;"На Головну";0;1;184.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1512;1;;"На Головну";0;1;185.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1513;1;;"На Головну";0;1;186.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1514;1;;"На Головну";0;1;187.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1515;1;;"На Головну";0;1;188.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1516;1;;"На Головну";0;1;189.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1517;1;;"На Головну";0;1;190.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1518;1;;"На Головну";0;1;191.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1519;1;;"На Головну";0;1;192.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1520;1;;"На Головну";0;1;193.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1521;1;;"На Головну";0;1;194.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1522;1;;"На Головну";0;1;195.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1523;1;;"На Головну";0;1;196.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1524;1;;"На Головну";0;1;197.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1525;1;;"На Головну";0;1;198.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1526;1;;"На Головну";0;1;199.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1527;1;;"На Головну";0;1;200.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1528;1;;"На Головну";0;1;201.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1529;1;;"На Головну";0;1;202.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1530;1;;"На Головну";0;1;203.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1531;1;;"На Головну";0;1;204.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1532;1;;"На Головну";0;1;205.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1533;1;;"На Головну";0;1;206.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1534;1;;"На Головну";0;1;207.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1535;1;;"На Головну";0;1;208.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1536;1;;"На Головну";0;1;209.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1537;1;;"На Головну";0;1;210.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1538;1;;"На Головну";0;1;211.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1539;1;;"На Головну";0;1;212.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1540;1;;"На Головну";0;1;213.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1541;1;;"На Головну";0;1;214.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1542;1;;"На Головну";0;1;215.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1543;1;;"На Головну";0;1;216.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1544;1;;"На Головну";0;1;217.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1545;1;;"На Головну";0;1;218.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1546;1;;"На Головну";0;1;219.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1547;1;;"На Головну";0;1;220.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1548;1;;"На Головну";0;1;221.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1549;1;;"На Головну";0;1;222.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1550;1;;"На Головну";0;1;223.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1551;1;;"На Головну";0;1;224.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1552;1;;"На Головну";0;1;225.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1553;1;;"На Головну";0;1;226.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1554;1;;"На Головну";0;1;227.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1555;1;;"На Головну";0;1;228.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1556;1;;"На Головну";0;1;229.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1557;1;;"На Головну";0;1;230.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1558;1;;"На Головну";0;1;231.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1559;1;;"На Головну";0;1;232.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1560;1;;"На Головну";0;1;233.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1561;1;;"На Головну";0;1;234.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1562;1;;"На Головну";0;1;235.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1563;1;;"На Головну";0;1;236.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
1564;1;;"На Головну";0;1;237.000000;;;;;;;;;;;;0.000000;0.000000;0.000000;0.000000;0.000000;;1;both;0.00;;;;;;;;;friendly-url-autogeneration-failed;;;1;0000-00-00;2018-09-12;1;;0;;;new;;;;;1;;;
